Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs
ACTL9	actin like 9		MGC33407	284382	NM_178525
ACTL10	actin like 10	C20orf134		170487	
ACTN1	actinin alpha 1			87	NM_001102
ACTN1-AS1	ACTN1 antisense RNA 1	C14orf84		161159	
ACTN2	actinin alpha 2			88	NM_001103
ACTN3	actinin alpha 3 (gene/pseudogene)			89	NM_001104
ACTN4	actinin alpha 4	FSGS1		81	
ACTN4P1	actinin alpha 4 pseudogene 1			344978	
ACTN4P2	actinin alpha 4 pseudogene 2			391026	
ACTP1	actin family pseudogene 1			106480335	NG_044542
ACTR1A	ARP1 actin related protein 1 homolog A		ARP1, Arp1A	10121	
ACTR1B	ARP1 actin related protein 1 homolog B	CTRN2	Arp1B	10120	NM_005735
ACTR2	ARP2 actin related protein 2 homolog		ARP2	10097	NM_001005386
ACTR3	ARP3 actin related protein 3 homolog		ARP3	10096	NM_005721
ACTR3-AS1	ACTR3 antisense RNA 1		AC104653.1	101060091	NR_110174
ACTR3B	ARP3 actin related protein 3 homolog B		ARP11, ARP3beta	57180	NM_020445
ACTR3BP1	ACTR3B pseudogene 1			643050	NG_005799
ACTR3BP2	ACTR3B pseudogene 2		FKSG73	440888	
ACTR3BP3	ACTR3B pseudogene 3			647156	
ACTR3BP4	ACTR3B pseudogene 4			777774	
ACTR3BP5	ACTR3B pseudogene 5			399746	
ACTR3BP6	ACTR3B pseudogene 6			644773	
ACTR3C	ARP3 actin related protein 3 homolog C		ARP11	653857	
ACTR3P1	ACTR3 pseudogene 1			100288580	
ACTR3P2	ACTR3 pseudogene 2			100129013	
ACTR3P3	ACTR3 pseudogene 3			100128020	
ACTR5	ARP5 actin related protein 5 homolog		FLJ12785, Arp5, INO80M	79913	NM_024855
ACTR6	ARP6 actin related protein 6 homolog		ARP6, FLJ13433	64431	NM_022496
ACTR6P1	ACTR6 pseudogene 1			100421495	NG_025147
ACTR8	ARP8 actin related protein 8 homolog		INO80N	93973	NM_022899
ACTR10	actin related protein 10 homolog		HARP11, ACTR11, Arp11, Arp10	55860	
ACTRT1	actin related protein T1		AIP1, KIAA0705, ARIP1, Arp-T1	139741	NM_138289
ACTRT2	actin related protein T2		Arp-T2, ARPM2, FLJ25424	140625	NM_080431
ACTRT3	actin related protein T3		ARPM1	84517	NM_032487
ACVR1	activin A receptor type 1	ACVRLK2	SKR1, ALK2, ACVR1A	90	NM_001105
ACVR1B	activin A receptor type 1B	ACVRLK4	ALK4, SKR2, ActRIB	91	NM_020328
ACVR1C	activin A receptor type 1C		ALK7, ACVRLK7	130399	NM_145259
ACVR2A	activin A receptor type 2A	ACVR2	ACTRII	92	NM_001616
ACVR2B	activin A receptor type 2B		ActR-IIB	93	NM_001106
ACVR2B-AS1	ACVR2B antisense RNA 1			100128640	NR_028389
ACVRL1	activin A receptor like type 1	ACVRLK1, ORW2	HHT2, ALK1, HHT	94	NM_000020
ACVRLK2~withdrawn	symbol withdrawn, see ACVR1				
ACY1	aminoacylase 1			95	NM_000666
ACY1L~withdrawn	symbol withdrawn, see CCDC102B				
ACY3	aminoacylase 3		HCBP1, MGC9740, ACY-3	91703	NM_080658
ACYP1	acylphosphatase 1			97	
ACYP2	acylphosphatase 2			98	
AD1~withdrawn	symbol withdrawn, see APP				
AD2~withdrawn	symbol withdrawn, see APOE				
AD3~withdrawn	symbol withdrawn, see PSEN1				
AD4~withdrawn	symbol withdrawn, see PSEN2				
AD5	Alzheimer disease 5				
ADA	adenosine deaminase			100	NM_000022
ADA2	adenosine deaminase 2	IDGFL, CECR1	ADGF	51816	
ADAD1	adenosine deaminase domain containing 1		Tenr	132612	NM_139243
ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1			100422386	
ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2			100422407	
ADAD2	adenosine deaminase domain containing 2		TENRL, FLJ00337	161931	NM_139174
ADAL	adenosine deaminase like			161823	NM_001324366
ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	8759	NG_001216
ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)			100420505	NG_024129
ADAM2	ADAM metallopeptidase domain 2	FTNB	PH-30b, PH30, CT15	2515	NM_001464
ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	CYRN1	ADAM3, tMDCI	1587	NR_001569
ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	CYRN2		1596	NG_001526
ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	ADAM5P	tMDCII	255926	NR_001448
ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	C14orf96	tMDCIV	8755	NR_002224
ADAM7	ADAM metallopeptidase domain 7		GP-83, EAPI	8756	NM_003817
ADAM8	ADAM metallopeptidase domain 8		CD156, MS2, CD156a	101	NM_001109
ADAM9	ADAM metallopeptidase domain 9	CORD9	MDC9, KIAA0021, MCMP, Mltng	8754	
ADAM10	ADAM metallopeptidase domain 10		kuz, MADM, HsT18717, CD156c	102	NM_001110
ADAM11	ADAM metallopeptidase domain 11	MDC		4185	NM_002390
ADAM12	ADAM metallopeptidase domain 12		MCMPMltna, MLTN	8038	
ADAM12-OT1~withdrawn	entry withdrawn				
ADAM15	ADAM metallopeptidase domain 15		MDC15	8751	NM_003815
ADAM17	ADAM metallopeptidase domain 17	TACE	cSVP, CD156B	6868	
ADAM18	ADAM metallopeptidase domain 18		tMDCIII, ADAM27	8749	NM_014237
ADAM19	ADAM metallopeptidase domain 19		MLTNB	8728	NM_033274
ADAM20	ADAM metallopeptidase domain 20			8748	
ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	C14orf55		317760	NR_037933
ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2			100533671	
ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3			644325	
ADAM21	ADAM metallopeptidase domain 21		ADAM31	8747	
ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	ADAM21P		145241	NG_002467
ADAM22	ADAM metallopeptidase domain 22		MDC2	53616	NM_021723
ADAM23	ADAM metallopeptidase domain 23		MDC3	8745	NM_003812
ADAM24P	ADAM metallopeptidase domain 24, pseudogene			646479	
ADAM28	ADAM metallopeptidase domain 28		eMDCII, MDC-Lm, MDC-Ls, ADAM23	10863	NM_021778
ADAM29	ADAM metallopeptidase domain 29		svph1, CT73	11086	
ADAM30	ADAM metallopeptidase domain 30		svph4	11085	NM_021794
ADAM32	ADAM metallopeptidase domain 32			203102	NM_145004
ADAM33	ADAM metallopeptidase domain 33	C20orf153	DKFZp434K0521, dJ964F7.1	80332	NM_025220
ADAMDEC1	ADAM like decysin 1		M12.219	27299	NM_014479
ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1		C3-C5, METH1, KIAA1346	9510	
ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	9509	NM_014244
ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3		KIAA0366, ADAMTS-4	9508	
ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4		KIAA0688, ADAMTS-2, ADMP-1	9507	NM_005099
ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5		ADMP-2, ADAMTS11	11096	
ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6		ADAM-TS6	11174	NM_197941
ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7		ADAM-TS7, DKFZp434H204	11173	NM_014272
ADAMTS7P1	ADAMTS7 pseudogene 1	ADAMTS7P2		390660	
ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1				
ADAMTS7P3	ADAMTS7 pseudogene 3			400406	
ADAMTS7P4	ADAMTS7 pseudogene 4			642935	
ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8		METH2, FLJ41712, ADAM-TS8	11095	NM_007037
ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9		KIAA1312	56999	
ADAMTS9-AS1	ADAMTS9 antisense RNA 1			101929335	NR_110150
ADAMTS9-AS2	ADAMTS9 antisense RNA 2			100507098	NR_038264
ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10		ADAM-TS10	81794	NM_030957
ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12			81792	NM_030955
ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	11093	NM_139025
ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14			140766	NM_080722
ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15			170689	NM_139055
ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16		ADAMTS16s	170690	NM_139056
ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17		FLJ32769, FLJ16363	170691	NM_139057
ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	ADAMTS21		170692	
ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19			171019	NM_133638
ADAMTS19-AS1	ADAMTS19 antisense RNA 1		RP11-346A9.1		
ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20		GON-1	80070	NM_025003
ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18				
ADAMTSL1	ADAMTS like 1	C9orf94	ADAMTSR1, FLJ35283	92949	
ADAMTSL2	ADAMTS like 2		KIAA0605	9719	NM_014694
ADAMTSL3	ADAMTS like 3		KIAA1233, punctin-2	57188	NM_207517
ADAMTSL4	ADAMTS like 4	TSRC1	DKFZP434K1772	54507	NM_019032
ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	C1orf138	FLJ45786		
ADAMTSL5	ADAMTS like 5	THSD6		339366	NM_213604
ADAP1	ArfGAP with dual PH domains 1	CENTA1	GCS1L	11033	NM_006869
ADAP2	ArfGAP with dual PH domains 2	CENTA2		55803	NM_018404
ADAR	adenosine deaminase, RNA specific	IFI4, G1P1	ADAR1	103	NM_001111
ADARB1	adenosine deaminase, RNA specific B1		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	104	NM_015833
ADARB2	adenosine deaminase, RNA specific B2 (inactive)		RED2, hRED2, ADAR3	105	NM_018702
ADARB2-AS1	ADARB2 antisense RNA 1	C10orf109, NCRNA00168	bA466B20.1	642394	NR_033387
ADAT1	adenosine deaminase, tRNA specific 1			23536	NM_012091
ADAT2	adenosine deaminase, tRNA specific 2	DEADC1	dJ20N2.1, TAD2	134637	NM_001286259
ADAT3	adenosine deaminase, tRNA specific 3		TAD3	113179	NM_138422
ADCK1	aarF domain containing kinase 1		FLJ39600	57143	NM_020421
ADCK2	aarF domain containing kinase 2		MGC20727	90956	NM_052853
ADCK5	aarF domain containing kinase 5		FLJ35454	203054	NM_174922
ADCP1	adenosine deaminase complexing protein 1			106	
ADCP2~withdrawn	symbol withdrawn, see DPP4				
ADCR~withdrawn	symbol withdrawn, see WT2				
ADCY1	adenylate cyclase 1	DFNB44	AC1	107	NM_021116
ADCY2	adenylate cyclase 2		HBAC2, KIAA1060, AC2	108	NM_020546
ADCY3	adenylate cyclase 3		AC3	109	
ADCY4	adenylate cyclase 4		AC4	196883	
ADCY5	adenylate cyclase 5		AC5	111	NM_183357
ADCY6	adenylate cyclase 6		AC6	112	NM_020983
ADCY7	adenylate cyclase 7		KIAA0037, AC7	113	
ADCY8	adenylate cyclase 8	ADCY3	HBAC1, AC8	114	
ADCY9	adenylate cyclase 9		AC9	115	
ADCY10	adenylate cyclase 10		SAC, Sacy, SACI, HCA2, RP1-313L4.2	55811	NM_018417
ADCY10P1	adenylate cyclase 10, soluble pseudogene 1			221442	NR_026938
ADCYAP1	adenylate cyclase activating polypeptide 1		PACAP	116	NM_001117
ADCYAP1R1	ADCYAP receptor type I		PAC1, PACAPR, PAC1R	117	NM_001118
ADD1	adducin 1			118	NM_014189
ADD2	adducin 2		ADDB	119	NM_001617
ADD3	adducin 3	ADDL		120	NM_019903
ADD3-AS1	ADD3 antisense RNA 1			100505933	NR_038943
ADDL~withdrawn	symbol withdrawn, see ADD3				
ADFN	albinism-deafness syndrome			122	
ADGB	androglobin	C6orf103	FLJ23121, dJ408K24.1, CAPN16	79747	NM_024694
ADGRA1	adhesion G protein-coupled receptor A1	GPR123	KIAA1828	84435	
ADGRA1-AS1	adhesion G protein-coupled receptor A1 antisense RNA 1	GPR123-AS1			
ADGRA2	adhesion G protein-coupled receptor A2	GPR124	TEM5, DKFZp434C211, DKFZp434J0911, KIAA1531, FLJ14390	25960	
ADGRA3	adhesion G protein-coupled receptor A3	GPR125	FLJ38547, PGR21	166647	
ADGRB1	adhesion G protein-coupled receptor B1	BAI1		575	NM_001702
ADGRB2	adhesion G protein-coupled receptor B2	BAI2		576	NM_001703
ADGRB3	adhesion G protein-coupled receptor B3	BAI3	KIAA0550	577	
ADGRD1	adhesion G protein-coupled receptor D1	GPR133	DKFZp434B1272, PGR25	283383	NM_198827
ADGRD1-AS1	ADGRD1 antisense RNA 1		LACAT8	105755954	NR_131950
ADGRD2	adhesion G protein-coupled receptor D2	GPR144	PGR24	347088	NM_182611
ADGRE1	adhesion G protein-coupled receptor E1	TM7LN3, EMR1		2015	
ADGRE2	adhesion G protein-coupled receptor E2	EMR2	CD312	30817	
ADGRE3	adhesion G protein-coupled receptor E3	EMR3		84658	NM_032571
ADGRE4P	adhesion G protein-coupled receptor E4, pseudogene	GPR127, EMR4, EMR4P	PGR16	326342	NR_024075
ADGRE5	adhesion G protein-coupled receptor E5	CD97	TM7LN1	976	NM_078481
ADGRF1	adhesion G protein-coupled receptor F1	GPR110	hGPCR36, PGR19	266977	NM_153840
ADGRF2	adhesion G protein-coupled receptor F2	GPR111	hGPCR35, PGR20	222611	NM_153839
ADGRF3	adhesion G protein-coupled receptor F3	GPR113	hGPCR37, PGR23	165082	NM_153835
ADGRF4	adhesion G protein-coupled receptor F4	GPR115	FLJ38076, PGR18	221393	NM_153838
ADGRF5	adhesion G protein-coupled receptor F5	GPR116	DKFZp564O1923, KIAA0758	221395	NM_015234
ADGRF5P1	adhesion G protein-coupled receptor F5 pseudogene 1	GPR116P1		389740	
ADGRF5P2	adhesion G protein-coupled receptor F5 pseudogene 2	GPR116P2		441416	
ADGRG1	adhesion G protein-coupled receptor G1	GPR56	TM7LN4, TM7XN1	9289	
ADGRG2	adhesion G protein-coupled receptor G2	GPR64	HE6, TM7LN2, EDDM6	10149	
ADGRG3	adhesion G protein-coupled receptor G3	GPR97	Pb99, PGR26	222487	NM_170776
ADGRG4	adhesion G protein-coupled receptor G4	GPR112	RP1-299I16, PGR17	139378	
ADGRG5	adhesion G protein-coupled receptor G5	GPR114	PGR27	221188	NM_153837
ADGRG6	adhesion G protein-coupled receptor G6	GPR126	FLJ14937	57211	
ADGRG7	adhesion G protein-coupled receptor G7	GPR128	FLJ14454	84873	
ADGRL1	adhesion G protein-coupled receptor L1	LPHN1	KIAA0821, CIRL1, LEC2	22859	NM_014921
ADGRL2	adhesion G protein-coupled receptor L2	LPHH1, LPHN2	KIAA0786, LEC1	23266	NM_012302
ADGRL3	adhesion G protein-coupled receptor L3	LPHN3	KIAA0768, LEC3	23284	
ADGRL3-AS1	adhesion G protein-coupled receptor L3 antisense RNA 1	LPHN3-AS1		101927186	
ADGRL4	adhesion G protein-coupled receptor L4	ELTD1	ETL	64123	NM_022159
ADGRV1	adhesion G protein-coupled receptor V1	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1	84059	NM_032119
ADH1A	alcohol dehydrogenase 1A (class I), alpha polypeptide	ADH1		124	NM_000667
ADH1B	alcohol dehydrogenase 1B (class I), beta polypeptide	ADH2		125	NM_000668
ADH1C	alcohol dehydrogenase 1C (class I), gamma polypeptide	ADH3		126	NM_000669
ADH4	alcohol dehydrogenase 4 (class II), pi polypeptide		ADH-2	127	NM_000670
ADH5	alcohol dehydrogenase 5 (class III), chi polypeptide	FDH	ADH-3, ADHX, GSNOR	128	NM_000671
ADH5P1~withdrawn	entry withdrawn				
ADH5P2	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2			343296	
ADH5P3	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3			100131810	
ADH5P4	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	ADH5B	bA707M13.2	642443	XM_208352
ADH6	alcohol dehydrogenase 6 (class V)		ADH-5	130	NM_000672
ADH7	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide		ADH-4	131	NM_000673
ADHFE1	alcohol dehydrogenase, iron containing 1		ADHFe1, FLJ32430	137872	NM_144650
ADI1	acireductone dioxygenase 1		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD	55256	NM_018269
ADI1P1	acireductone dioxygenase 1 pseudogene 1			100130936	
ADI1P2	acireductone dioxygenase 1 pseudogene 2			100288971	
ADI1P3	acireductone dioxygenase 1 pseudogene 3			100288129	
ADIG	adipogenin		MGC39724, SMAF1, RP5-1100H13.2	149685	NM_001018082
ADIPOQ	adiponectin, C1Q and collagen domain containing	ACDC	ACRP30, AdipoQ, apM1, GBP28, adiponectin	9370	NM_004797
ADIPOQ-AS1	ADIPOQ antisense RNA 1			100874095	NR_046662
ADIPOR1	adiponectin receptor 1		PAQR1, ACDCR1	51094	NM_015999
ADIPOR1P1	adiponectin receptor 1 pseudogene 1			645220	NG_022165
ADIPOR1P2	adiponectin receptor 1 pseudogene 2			390503	NG_022863
ADIPOR2	adiponectin receptor 2		PAQR2, ACDCR2	79602	NM_024551
ADIR~withdrawn	symbol withdrawn, see TOR3A				
ADIRF	adipogenesis regulatory factor	C10orf116	APM2, AFRO	10974	NM_006829
ADIRF-AS1	ADIRF antisense RNA 1			100133190	
ADK	adenosine kinase		AK	132	NM_006721
ADL~withdrawn	symbol withdrawn, see SGCA				
ADM	adrenomedullin		AM	133	NM_001124
ADM2	adrenomedullin 2		AM2, FLJ21135	79924	NM_024866
ADM5	adrenomedullin 5 (putative)	C19orf76	AM5	199800	NM_001101340
ADMLX~withdrawn	symbol withdrawn, see ANOS1				
ADMLY~withdrawn	symbol withdrawn, see ANOS2P				
ADNP	activity dependent neuroprotector homeobox		KIAA0784, ADNP1	23394	NM_181442
ADNP-AS1	ADNP antisense RNA 1			101927631	NR_110009
ADNP2	ADNP homeobox 2	ZNF508	KIAA0863	22850	NM_014913
ADO	2-aminoethanethiol dioxygenase	C10orf22	FLJ14547	84890	NM_032804
ADORA1	adenosine A1 receptor		RDC7	134	NM_000674
ADORA2A	adenosine A2a receptor	ADORA2	RDC8	135	NM_000675
ADORA2A-AS1	ADORA2A antisense RNA 1	C22orf45	FLJ34651	646023	NR_028483
ADORA2B	adenosine A2b receptor			136	
ADORA2BP1	adenosine A2b receptor pseudogene 1	ADORA2BP		137	NG_000843
ADORA2L1~withdrawn	entry withdrawn				
ADORA2L2~withdrawn	entry withdrawn				
ADORA3	adenosine A3 receptor		AD026	140	NM_000677, NM_020683
ADPGK	ADP dependent glucokinase		DKFZp434B195, ADP-GK	83440	NM_031284
ADPGK-AS1	ADPGK antisense RNA 1			100287559	NR_040107
ADPRH	ADP-ribosylarginine hydrolase		ARH1	141	NM_001125
ADPRHL1	ADP-ribosylhydrolase like 1		ARH2	113622	NM_138430
ADPRHL2	ADP-ribosylhydrolase like 2		ARH3, FLJ20446	54936	NM_017825
ADPRM	ADP-ribose/CDP-alcohol diphosphatase, manganese dependent	C17orf48	MDS006	56985	NM_020233
ADRA1A	adrenoceptor alpha 1A	ADRA1C	ADRA1L1	148	NM_033303
ADRA1B	adrenoceptor alpha 1B			147	
ADRA1C~withdrawn	symbol withdrawn, see ADRA1A				
ADRA1D	adrenoceptor alpha 1D		ADRA1R, ADRA1A, ADRA1	146	NM_000678
ADRA2A	adrenoceptor alpha 2A	ADRA2, ADRA2R	ADRAR	150	NM_000681
ADRA2B	adrenoceptor alpha 2B	ADRA2L1, ADRA2RL1	ADRARL1	151	
ADRA2C	adrenoceptor alpha 2C	ADRA2L2, ADRA2RL2	ADRARL2	152	NM_000683
ADRA2L1~withdrawn	symbol withdrawn, see ADRA2B				
ADRB1	adrenoceptor beta 1	ADRB1R		153	
ADRB2	adrenoceptor beta 2	ADRB2R	ADRBR, BAR, B2AR	154	NM_000024
ADRB2RL1~withdrawn	symbol withdrawn, see HTR1A				
ADRB3	adrenoceptor beta 3			155	NM_000025
ADRM1	adhesion regulating molecule 1		GP110, Rpn13, ARM1	11047	
ADSL	adenylosuccinate lyase			158	NM_000026
ADSS	adenylosuccinate synthase			159	NM_001126
ADSSL1	adenylosuccinate synthase like 1		FLJ38602	122622	
ADT~withdrawn	entry withdrawn				
ADTAA~withdrawn	symbol withdrawn, see AP2A1				
ADTAB~withdrawn	symbol withdrawn, see AP2A2				
ADTB1~withdrawn	symbol withdrawn, see AP1B1				
ADTB2~withdrawn	symbol withdrawn, see AP2B1				
ADTG~withdrawn	symbol withdrawn, see AP1G1				
ADTRP	androgen dependent TFPI regulating protein	C6orf105	dJ413H6.1, AIG1L	84830	NM_032744
AE1~withdrawn	symbol withdrawn, see SLC4A1				
AE2~withdrawn	symbol withdrawn, see SLC4A2				
AEBP1	AE binding protein 1		ACLP	165	NM_001129
AEBP2	AE binding protein 2		MGC17922	121536	NM_153207
AEMK~withdrawn	symbol withdrawn, see KCNA1				
AEN	apoptosis enhancing nuclease	ISG20L1	FLJ12484, FLJ12562	64782	NM_022767
AEPLC~withdrawn	symbol withdrawn, see BACE2				
AES	amino-terminal enhancer of split		GRG5, TLE5	166	NM_198969
AEZ~withdrawn	symbol withdrawn, see SLC39A4				
AF8T	AF8 temperature sensitivity complementing				
AFA	ankyloblepharon filiforme adnatum				
AFAP1	actin filament associated protein 1		AFAP-110, AFAP	60312	NM_021638
AFAP1-AS1	AFAP1 antisense RNA 1	AFAP1AS, AFAP1-AS	MGC10981	84740	NR_026892
AFAP1L1	actin filament associated protein 1 like 1		FLJ36748	134265	NM_152406
AFAP1L2	actin filament associated protein 1 like 2	KIAA1914	FLJ14564, Em:AC005383.4, XB130	84632	NM_032550
AFCP~withdrawn	symbol withdrawn, see CAPG				
AFD1	acrofacial dysostosis 1, Nager type				
AFDN	afadin, adherens junction formation factor	MLLT4	AF-6, AF6	4301	NM_005936
AFDN-DT	AFDN divergent transcript	C6orf124, MLLT4-AS1, AFDN-AS1	HGC6.4, dJ431P23.3	653483	NR_027906
AFF1	AF4/FMR2 family member 1	PBM1, MLLT2	AF-4, AF4	4299	NM_005935
AFF1-AS1	AFF1 antisense RNA 1			100506746	NR_038841
AFF2	AF4/FMR2 family member 2	FMR2	FRAXE	2334	NM_002025
AFF2-IT1	AFF2 intronic transcript 1				
AFF3	AF4/FMR2 family member 3	LAF4	MLLT2-like	3899	NM_002285
AFF4	AF4/FMR2 family member 4		AF5Q31, MCEF	27125	NM_014423
AFG1L	AFG1 like ATPase	LACE1	AFG1	246269	NM_145315
AFG3~withdrawn	symbol withdrawn, see AFG3L1P				
AFG3L1P	AFG3 like matrix AAA peptidase subunit 1, pseudogene	AFG3, AFG3L1		172	NR_003226
AFG3L2	AFG3 like matrix AAA peptidase subunit 2	SCA28	SPAX5	10939	NM_006796
AFG3L2P1	AFG3 like AAA ATPase 2 pseudogene 1	AFG3L2P		347028	
AFM	afamin		ALB2, ALBA	173	
AFMID	arylformamidase		DKFZp686F03259, KF	125061	NM_001145526
AFP	alpha fetoprotein	HPAFP	FETA	174	
AFTPH	aftiphilin		MGC33965, FLJ20080, FLJ23793, Nbla10388	54812	NM_017657
AGA	aspartylglucosaminidase		ASRG	175	NM_000027
AGAP1	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	CENTG2	KIAA1099, GGAP1	116987	NM_014914
AGAP1-IT1	AGAP1 intronic transcript 1			100506749	
AGAP2	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2	CENTG1		116986	NM_014770
AGAP2-AS1	AGAP2 antisense RNA 1		LOC100130776, PUNISHER	100130776	NR_027032
AGAP3	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3	CENTG3		116988	NM_031946
AGAP4	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2	119016	NM_133446
AGAP5	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	CTGLF2	Em:AC073389.1	729092	NM_001144000
AGAP6	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	CTGLF3	bA324H6.1	414189	NM_001077665
AGAP7P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7, pseudogene	CTGLF4, AGAP7	bA109G10.1	653268	NM_001077685
AGAP8~withdrawn	symbol withdrawn, see AGAP4				
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	CTGLF6	bA301J7.2, FLJ00312	642517	NM_001190810
AGAP10~withdrawn	symbol withdrawn, see AGAP10P				
AGAP10P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10, pseudogene	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2	653234	NG_005805
AGAP11	ArfGAP with GTPase domain, ankyrin repeat and PH domain 11		KIAA1975	119385	NM_133447
AGAP12P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 12, pseudogene	CTGLF12P	bA164N7.2	414224	
AGAP13P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 13, pseudogene	CTGLF9P	bA548K23.1	728005	
AGAP14P	ArfGAP with GTPase domain, ankyrin repeat and PH domain 14, pseudogene	CTGLF11P, AGAP14	bA145E20.1	653259	NG_005806
AGBL1	ATP/GTP binding protein like 1		FLJ32310, CCP4	123624	NM_152336
AGBL1-AS1	AGBL1 antisense RNA 1			727915	
AGBL2	ATP/GTP binding protein like 2		FLJ23598, CCP2	79841	NM_024783
AGBL3	ATP/GTP binding protein like 3		MGC32955, CCP3	340351	NM_178563
